Date,SENSEX,US ROI,INDIAN ROI ,time_idx,month,EXR RATE IN $
2005-04-04,6616.83,2.78,4.77,0,4,43.76
2005-04-05,6611.53,2.72,4.76,0,4,43.81
2005-04-06,6555.92,2.73,4.76,0,4,43.76
2005-04-07,6629.12,2.76,4.77,0,4,43.74
2005-04-08,6544.81,2.75,4.77,0,4,43.77
2005-04-11,6477.14,2.78,4.76,0,4,43.74
2005-04-12,6407.39,2.77,4.76,0,4,43.7
2005-04-13,6466.92,2.76,4.75,0,4,43.75
2005-04-15,6339.73,2.82,4.78,0,4,43.83
2005-04-19,6181.39,2.74,4.76,0,4,43.76
2005-04-20,6169.83,2.74,4.78,0,4,43.76
2005-04-21,6249.29,2.75,4.8,0,4,43.75
2005-04-25,6338.67,2.82,4.77,0,4,43.71
2005-04-26,6374.28,2.78,4.76,0,4,43.69
2005-04-27,6323.9,2.63,4.75,0,4,43.71
2005-04-28,6271.61,2.89,4.76,0,4,43.71
2005-04-29,6283.07,2.97,4.57,0,4,43.65
2005-05-02,6183.07,2.98,4.99,1,5,43.57
2005-05-03,6200.39,2.95,4.99,1,5,43.6
2005-05-04,6218.95,2.99,5.0,1,5,43.54
2005-05-05,6322.02,2.99,5.0,1,5,43.41
2005-05-06,6367.25,2.98,5.01,1,5,43.44
2005-05-09,6391.8,2.99,5.01,1,5,43.51
2005-05-10,6486.08,2.99,5.01,1,5,43.45
2005-05-11,6420.25,2.99,5.02,1,5,43.37
2005-05-12,6442.86,3.01,5.04,1,5,43.3
2005-05-13,6447.72,3.01,5.07,1,5,43.43
2005-05-16,6456.97,3.06,5.02,1,5,43.49
2005-05-17,6545.22,2.99,5.02,1,5,43.43
2005-05-18,6457.37,3.0,5.02,1,5,43.56
2005-05-19,6461.07,3.02,5.02,1,5,43.45
2005-05-20,6462.16,3.01,4.98,1,5,43.5
2005-05-24,6563.02,2.99,5.0,1,5,43.49
2005-05-25,6566.84,3.01,5.01,1,5,43.51
2005-05-26,6599.27,3.01,5.0,1,5,43.52
2005-05-27,6689.56,3.01,5.0,1,5,43.52
2005-05-30,6697.15,3.01,5.02,1,5,43.54
2005-05-31,6666.17,3.09,5.01,1,5,43.69
2005-06-01,6729.39,3.02,5.01,2,6,43.72
2005-06-02,6733.46,3.0,5.01,2,6,43.76
2005-06-03,6664.98,2.99,5.02,2,6,43.66
2005-06-06,6747.2,3.0,5.02,2,6,43.6
2005-06-07,6756.6,2.96,5.04,2,6,43.53
2005-06-08,6768.2,2.96,5.04,2,6,43.53
2005-06-09,6858.7,3.01,5.03,2,6,43.55
2005-06-10,6833.58,3.01,5.06,2,6,43.56
2005-06-13,6790.33,3.04,5.04,2,6,43.62
2005-06-14,6847.62,3.01,5.05,2,6,43.65
2005-06-15,6876.79,3.05,5.08,2,6,43.66
2005-06-16,6906.12,3.0,5.08,2,6,43.61
2005-06-17,6913.07,2.99,5.06,2,6,43.59
2005-06-20,6940.06,3.01,5.04,2,6,43.54
2005-06-21,6985.91,2.96,5.04,2,6,43.61
2005-06-22,7079.87,2.93,5.03,2,6,43.5
2005-06-23,7142.91,3.05,5.04,2,6,43.53
2005-06-24,7104.43,3.07,5.01,2,6,43.56
2005-06-27,7136.39,3.17,5.19,2,6,43.49
2005-06-28,7158.66,3.17,5.89,2,6,43.56
2005-06-29,7059.37,3.2,5.63,2,6,43.55
2005-06-30,7154.27,3.35,5.6,2,6,43.51
2005-07-01,7165.45,3.36,5.6,3,7,43.53
2005-07-04,7186.74,3.36,5.56,3,7,43.56
2005-07-05,7275.0,3.27,5.26,3,7,43.57
2005-07-06,7227.22,2.99,5.19,3,7,43.57
2005-07-07,7281.07,3.18,5.1,3,7,43.64
2005-07-08,7171.52,3.22,5.23,3,7,43.63
2005-07-11,7227.51,3.23,5.21,3,7,43.56
2005-07-12,7297.95,3.23,5.32,3,7,43.53
2005-07-13,7303.19,3.27,5.3,3,7,43.52
2005-07-14,7262.86,3.32,5.18,3,7,43.53
2005-07-15,7192.45,3.32,5.1,3,7,43.52
2005-07-18,7325.65,3.19,5.03,3,7,43.54
2005-07-19,7348.6,3.13,5.05,3,7,43.56
2005-07-20,7373.94,3.25,5.04,3,7,43.54
2005-07-21,7345.98,3.27,5.04,3,7,43.51
2005-07-22,7306.64,3.25,5.0,3,7,43.39
2005-07-25,7427.65,3.28,5.04,3,7,43.5
2005-07-26,7524.1,3.25,5.05,3,7,43.52
2005-07-29,7556.17,3.31,5.05,3,7,43.49
2005-08-01,7632.01,3.3,4.96,4,8,43.45
2005-08-02,7683.13,3.2,4.91,4,8,43.46
2005-08-03,7774.29,3.35,5.14,4,8,43.51
2005-08-04,7810.05,3.44,4.93,4,8,43.51
2005-08-05,7806.11,3.49,4.89,4,8,43.5
2005-08-08,7760.67,3.5,5.01,4,8,43.55
2005-08-09,7617.46,3.47,4.99,4,8,43.55
2005-08-10,7615.9,3.48,4.99,4,8,43.53
2005-08-11,7749.01,3.51,5.0,4,8,43.58
2005-08-12,7835.7,3.55,5.01,4,8,43.6
2005-08-16,7774.27,3.46,5.0,4,8,43.54
2005-08-17,7771.78,3.57,5.01,4,8,43.54
2005-08-18,7902.84,3.5,5.0,4,8,43.56
2005-08-19,7817.74,3.54,5.14,4,8,43.58
2005-08-22,7814.93,3.51,5.03,4,8,43.59
2005-08-23,7764.86,3.49,5.03,4,8,43.67
2005-08-24,7615.68,3.5,5.03,4,8,43.72
2005-08-25,7651.11,3.55,5.03,4,8,43.76
2005-08-26,7701.07,3.54,5.04,4,8,43.73
2005-08-29,7693.0,3.54,5.03,4,8,43.78
2005-08-30,7681.67,3.52,5.03,4,8,44.02
2005-08-31,7746.8,3.63,5.03,4,8,44.04
2005-09-01,7818.9,3.57,5.03,5,9,44.12
2005-09-02,7888.11,3.49,5.0,5,9,43.95
2005-09-05,7901.35,3.49,5.02,5,9,43.74
2005-09-06,7931.42,3.57,5.02,5,9,43.86
2005-09-08,7957.35,3.49,5.02,5,9,43.86
2005-09-09,8060.89,3.49,5.03,5,9,43.81
2005-09-12,8072.99,3.5,5.03,5,9,43.82
2005-09-13,8137.39,3.45,5.03,5,9,43.88
2005-09-14,8207.53,3.54,5.03,5,9,43.92
2005-09-15,8208.21,3.67,5.03,5,9,43.94
2005-09-16,8296.88,3.62,5.03,5,9,43.87
2005-09-19,8399.51,3.62,5.05,5,9,43.9
2005-09-20,8412.71,3.67,5.07,5,9,43.91
2005-09-21,8499.33,3.72,5.08,5,9,43.92
2005-09-22,8480.62,3.77,5.25,5,9,43.9
2005-09-23,8255.05,3.76,5.16,5,9,43.93
2005-09-26,8280.06,3.83,5.12,5,9,43.95
2005-09-27,8497.25,3.73,5.05,5,9,43.98
2005-09-28,8535.81,3.76,5.29,5,9,44.08
2005-09-29,8588.47,3.82,5.05,5,9,43.99
2005-10-03,8662.99,3.87,5.09,6,10,44.09
2005-10-04,8706.7,3.75,5.07,6,10,44.13
2005-10-05,8815.67,3.75,5.05,6,10,44.31
2005-10-06,8693.2,3.76,5.04,6,10,44.26
2005-10-07,8525.8,3.73,5.06,6,10,44.32
2005-10-10,8516.44,3.73,5.05,6,10,44.62
2005-10-11,8547.95,3.72,5.05,6,10,44.94
2005-10-13,8520.48,3.75,5.04,6,10,44.89
2005-10-14,8389.45,3.77,5.03,6,10,44.89
2005-10-17,8230.47,3.82,5.06,6,10,44.82
2005-10-18,8232.26,3.71,5.05,6,10,45.11
2005-10-19,8066.06,3.71,5.06,6,10,45.32
2005-10-20,8075.82,3.77,5.07,6,10,45.2
2005-10-21,7930.5,3.76,5.08,6,10,45.09
2005-10-24,8096.49,3.76,5.08,6,10,45.14
2005-10-25,7974.17,3.74,5.12,6,10,45.12
2005-10-26,7996.92,3.75,5.29,6,10,44.94
2005-10-27,7989.35,3.85,5.29,6,10,45.06
2005-10-28,7795.03,3.9,5.31,6,10,45.09
2005-10-31,7717.07,4.02,5.38,6,10,45.11
2005-11-02,7953.28,3.99,5.47,7,11,45.18
2005-11-07,8083.59,3.99,5.72,7,11,45.67
2005-11-08,8218.82,3.95,5.87,7,11,45.99
2005-11-09,8332.01,4.02,6.1,7,11,45.8
2005-11-10,8314.39,3.98,6.28,7,11,45.81
2005-11-11,8332.94,3.98,6.28,7,11,45.77
2005-11-14,8503.7,4.03,6.28,7,11,45.67
2005-11-16,8511.1,3.96,6.34,7,11,45.82
2005-11-17,8611.79,3.98,6.37,7,11,45.77
2005-11-18,8669.84,4.0,6.29,7,11,45.74
2005-11-21,8699.27,4.03,6.09,7,11,45.78
2005-11-22,8602.82,3.99,5.63,7,11,45.85
2005-11-23,8542.61,4.01,5.38,7,11,45.74
2005-11-24,8655.14,4.01,5.34,7,11,45.72
2005-11-25,8760.7,4.03,5.3,7,11,45.78
2005-11-28,8905.68,4.01,5.36,7,11,45.94
2005-11-29,9000.65,3.99,5.36,7,11,45.92
2005-11-30,8962.92,4.03,5.4,7,11,45.94
2005-12-01,8813.82,4.03,5.45,8,12,45.99
2005-12-02,9010.58,4.0,5.25,8,12,46.12
2005-12-05,8965.83,4.02,5.34,8,12,46.28
2005-12-06,8827.0,3.97,5.33,8,12,46.18
2005-12-07,8825.93,3.98,5.34,8,12,46.17
2005-12-08,8912.74,4.09,5.34,8,12,46.33
2005-12-09,8907.72,4.16,5.33,8,12,46.22
2005-12-12,9092.65,4.24,5.61,8,12,46.2
2005-12-13,9160.76,4.23,5.87,8,12,46.06
2005-12-14,9264.99,4.26,6.1,8,12,45.84
2005-12-15,9259.78,4.29,6.12,8,12,45.5
2005-12-16,9191.63,4.25,6.11,8,12,45.38
2005-12-19,9263.32,4.25,6.3,8,12,45.24
2005-12-20,9400.25,4.3,6.36,8,12,45.03
2005-12-21,9349.24,4.08,6.39,8,12,45.37
2005-12-22,9398.62,4.25,6.39,8,12,45.32
2005-12-23,9417.29,4.21,5.68,8,12,45.16
2005-12-26,9254.09,4.21,6.56,8,12,45.12
2005-12-27,9071.25,4.26,6.96,8,12,45.2
2005-12-28,9292.18,4.19,6.96,8,12,45.26
2005-12-29,9272.63,4.18,7.15,8,12,45.16
2005-12-30,9339.32,4.09,7.07,8,12,45.07
2006-01-02,9422.49,4.09,6.71,9,1,45.05
2006-01-03,9401.83,4.34,5.97,9,1,44.95
2006-01-04,9523.29,4.22,5.55,9,1,44.85
2006-01-05,9638.27,4.24,5.51,9,1,44.67
2006-01-06,9635.09,4.22,5.59,9,1,44.66
2006-01-09,9643.92,4.25,6.61,9,1,44.28
2006-01-10,9584.47,4.24,7.16,9,1,44.38
2006-01-12,9334.13,4.28,7.3,9,1,44.15
2006-01-13,9425.07,4.3,7.6,9,1,44.26
2006-01-16,9382.86,4.3,7.37,9,1,44.17
2006-01-17,9317.99,4.32,6.9,9,1,44.31
2006-01-18,9293.8,4.24,6.47,9,1,44.51
2006-01-19,9271.63,4.23,6.43,9,1,44.36
2006-01-20,9493.39,4.24,6.53,9,1,44.36
2006-01-23,9467.56,4.26,6.83,9,1,44.15
2006-01-24,9503.42,4.28,7.15,9,1,44.21
2006-01-25,9580.3,4.36,7.63,9,1,44.29
2006-01-27,9764.26,4.42,7.88,9,1,44.15
2006-01-30,9896.46,4.48,7.67,9,1,44.14
2006-01-31,9892.23,4.47,7.4,9,1,44.07
2006-02-01,9959.24,4.47,7.2,10,2,44.15
2006-02-02,9890.9,4.48,7.06,10,2,44.31
2006-02-03,9834.97,4.51,6.65,10,2,44.23
2006-02-06,9746.09,4.51,7.17,10,2,44.2
2006-02-07,9993.39,4.47,7.12,10,2,44.27
2006-02-08,10083.53,4.48,7.09,10,2,44.2
2006-02-10,10066.36,4.51,7.06,10,2,44.21
2006-02-13,10117.5,4.44,7.05,10,2,44.26
2006-02-14,10180.51,4.45,7.08,10,2,44.22
2006-02-15,10144.9,4.5,7.11,10,2,44.27
2006-02-16,10133.42,4.48,6.88,10,2,44.3
2006-02-17,10168.55,4.48,6.68,10,2,44.46
2006-02-20,10002.36,4.48,7.05,10,2,44.43
2006-02-21,10108.16,4.54,7.0,10,2,44.4
2006-02-22,10179.26,4.49,6.92,10,2,44.51
2006-02-23,10268.51,4.47,6.89,10,2,44.56
2006-02-24,10256.74,4.48,6.82,10,2,44.45
2006-02-27,10214.58,4.52,6.64,10,2,44.42
2006-02-28,10308.71,4.52,6.64,10,2,44.44
2006-03-01,10368.75,4.52,6.52,11,3,44.35
2006-03-02,10597.19,4.5,6.47,11,3,44.34
2006-03-03,10649.28,4.51,6.47,11,3,44.36
2006-03-06,10616.99,4.51,6.78,11,3,44.32
2006-03-07,10747.87,4.51,6.73,11,3,44.33
2006-03-08,10728.39,4.51,6.72,11,3,44.42
2006-03-09,10533.89,4.51,6.67,11,3,44.55
2006-03-10,10581.64,4.51,6.73,11,3,44.5
2006-03-13,10795.99,4.52,6.62,11,3,44.53
2006-03-14,10796.82,4.51,6.22,11,3,44.47
2006-03-16,10859.39,4.55,6.02,11,3,44.41
2006-03-17,10902.26,4.6,6.14,11,3,44.42
2006-03-20,10903.25,4.55,7.1,11,3,44.44
2006-03-21,10945.62,4.54,7.03,11,3,44.38
2006-03-22,10900.02,4.58,6.97,11,3,44.47
2006-03-23,10861.95,4.64,6.9,11,3,44.55
2006-03-24,10851.8,4.69,6.63,11,3,44.66
2006-03-27,10996.36,4.77,6.47,11,3,44.66
2006-03-28,11114.43,4.7,6.06,11,3,44.66
2006-03-29,11103.87,4.69,5.95,11,3,44.69
2006-03-31,11325.96,5.0,6.64,11,3,44.61
2006-04-03,11342.96,4.87,6.33,12,4,44.61
2006-04-04,11599.8,4.76,6.04,12,4,44.61
2006-04-05,11671.14,4.76,5.66,12,4,44.69
2006-04-07,11845.13,4.76,5.6,12,4,44.63
2006-04-10,11620.38,4.78,5.58,12,4,44.74
2006-04-12,11693.15,4.78,5.55,12,4,44.93
2006-04-13,11366.91,4.82,5.56,12,4,45.3
2006-04-17,11323.74,4.78,5.58,12,4,45.15
2006-04-18,11624.97,4.72,5.58,12,4,45.15
2006-04-19,11880.05,4.7,5.57,12,4,45.14
2006-04-20,11941.49,4.73,5.55,12,4,45.15
2006-04-21,12053.9,4.74,5.55,12,4,45.09
2006-04-24,12063.73,4.77,5.55,12,4,45.06
2006-04-25,11943.08,4.74,5.54,12,4,44.83
2006-04-26,11677.05,4.73,5.55,12,4,45.03
2006-04-27,11968.8,4.79,5.55,12,4,45.06
2006-04-28,11698.68,4.86,5.57,12,4,44.97
2006-05-02,12103.78,4.79,5.58,13,5,44.9
2006-05-03,12231.12,4.81,5.58,13,5,44.86
2006-05-04,12343.63,4.83,5.58,13,5,44.97
2006-05-05,12373.47,4.83,5.57,13,5,44.88
2006-05-08,12393.22,4.88,5.57,13,5,44.88
2006-05-09,12488.38,4.78,5.58,13,5,44.96
2006-05-10,12546.93,4.88,5.55,13,5,44.93
2006-05-11,12631.54,4.99,5.56,13,5,45.07
2006-05-12,12400.71,5.01,5.57,13,5,45.05
2006-05-15,12272.64,5.01,5.57,13,5,45.39
2006-05-16,11861.18,4.98,5.56,13,5,45.61
2006-05-17,11962.87,4.96,5.56,13,5,45.34
2006-05-18,12163.98,5.0,5.55,13,5,45.48
2006-05-19,11549.67,5.0,5.55,13,5,45.46
2006-05-22,11071.63,5.0,5.55,13,5,45.68
2006-05-23,10590.67,4.94,5.55,13,5,45.52
2006-05-24,10830.98,4.9,5.5,13,5,45.73
2006-05-25,10520.9,5.01,5.54,13,5,45.85
2006-05-26,10735.14,4.99,5.56,13,5,45.85
2006-05-29,10855.03,4.99,5.52,13,5,45.97
2006-05-30,10886.61,5.02,5.52,13,5,46.19
2006-05-31,10679.49,5.05,5.55,13,5,46.43
2006-06-01,10472.46,5.02,5.54,14,6,46.22
2006-06-02,10104.57,4.97,5.55,14,6,46.17
2006-06-05,10537.08,5.01,5.55,14,6,45.82
2006-06-06,10087.96,4.99,5.56,14,6,45.92
2006-06-07,9919.28,4.99,5.55,14,6,45.93
2006-06-08,9664.9,5.02,5.55,14,6,46.06
2006-06-09,9270.78,5.0,5.8,14,6,45.92
2006-06-12,9858.47,5.01,5.8,14,6,45.88
2006-06-13,9360.06,5.0,5.8,14,6,46.04
2006-06-14,9156.97,5.0,5.8,14,6,45.98
2006-06-15,9133.36,5.02,5.81,14,6,45.91
2006-06-16,9703.06,4.94,5.81,14,6,45.92
2006-06-19,9903.11,4.95,5.81,14,6,45.89
2006-06-20,9958.33,4.92,5.81,14,6,45.91
2006-06-21,9828.93,4.91,5.82,14,6,45.92
2006-06-22,10093.38,4.98,5.81,14,6,46.01
2006-06-23,10201.31,4.98,5.84,14,6,46.2
2006-06-26,10427.85,5.03,5.82,14,6,46.34
2006-06-27,10058.29,5.02,5.82,14,6,46.36
2006-06-28,10067.55,5.06,5.82,14,6,46.4
2006-06-29,10193.94,5.08,5.82,14,6,46.34
2006-06-30,10316.12,5.05,5.84,14,6,46.08
2006-07-03,10616.97,5.25,5.83,15,7,45.98
2006-07-04,10755.45,5.25,5.82,15,7,46.01
2006-07-05,10641.33,5.25,5.82,15,7,46.03
2006-07-06,10836.49,5.24,5.81,15,7,46.15
2006-07-07,10813.75,5.22,5.83,15,7,46.12
2006-07-10,10484.25,5.24,5.82,15,7,46.06
2006-07-11,10699.62,5.25,5.82,15,7,46.21
2006-07-12,10604.64,5.27,5.85,15,7,46.21
2006-07-13,10922.61,5.26,5.83,15,7,46.29
2006-07-14,10782.98,5.26,5.83,15,7,46.43
2006-07-17,10647.26,5.28,5.83,15,7,46.44
2006-07-18,10336.62,5.22,5.83,15,7,46.73
2006-07-19,10320.59,5.23,5.83,15,7,46.95
2006-07-20,10189.67,5.24,5.82,15,7,46.84
2006-07-21,10336.38,5.23,5.82,15,7,46.83
2006-07-24,10042.47,5.24,5.82,15,7,46.93
2006-07-25,10351.75,5.24,5.85,15,7,46.81
2006-07-26,10465.34,5.24,6.06,15,7,46.85
2006-07-27,10671.77,5.27,6.07,15,7,46.64
2006-07-28,10787.65,5.26,6.07,15,7,46.56
2006-07-31,10759.19,5.31,6.07,15,7,46.51
2006-08-01,10737.5,5.27,6.07,16,8,46.65
2006-08-02,10747.13,5.25,6.07,16,8,46.56
2006-08-03,10929.03,5.27,6.07,16,8,46.72
2006-08-04,10939.8,5.25,6.07,16,8,46.54
2006-08-07,10863.28,5.24,6.08,16,8,46.49
2006-08-08,10839.53,5.26,6.08,16,8,46.59
2006-08-09,10990.73,5.25,6.08,16,8,46.53
2006-08-10,11175.0,5.24,6.09,16,8,46.43
2006-08-11,11181.34,5.24,6.09,16,8,46.52
2006-08-14,11221.86,5.26,6.09,16,8,46.56
2006-08-16,11384.05,5.17,6.1,16,8,46.55
2006-08-17,11498.47,5.2,6.1,16,8,46.46
2006-08-18,11498.51,5.25,6.1,16,8,46.48
2006-08-21,11488.03,5.24,6.11,16,8,46.45
2006-08-22,11547.42,5.24,6.11,16,8,46.52
2006-08-23,11579.92,5.25,6.09,16,8,46.56
2006-08-24,11367.74,5.25,6.1,16,8,46.5
2006-08-25,11589.35,5.25,6.1,16,8,46.61
2006-08-28,11583.73,5.25,6.09,16,8,46.56
2006-08-29,11651.96,5.23,6.08,16,8,46.52
2006-08-30,11735.05,5.25,6.08,16,8,46.51
2006-08-31,11754.07,5.31,6.08,16,8,46.55
2006-09-01,11699.57,5.25,6.09,17,9,46.53
2006-09-04,11824.49,5.25,6.09,17,9,46.44
2006-09-05,11927.42,5.26,6.1,17,9,46.22
2006-09-06,11908.53,5.21,6.09,17,9,46.21
2006-09-07,11893.33,5.23,6.09,17,9,46.1
2006-09-08,11859.44,5.23,6.09,17,9,46.2
2006-09-11,11959.56,5.24,6.1,17,9,46.27
2006-09-12,11564.95,5.21,6.11,17,9,46.34
2006-09-13,11723.78,5.26,6.11,17,9,46.22
2006-09-14,11936.8,5.26,6.12,17,9,46.15
2006-09-15,11977.69,5.25,6.17,17,9,46.13
2006-09-18,12006.19,5.23,6.36,17,9,46.12
2006-09-19,12103.44,5.21,6.61,17,9,46.11
2006-09-20,11946.32,5.23,6.63,17,9,46.05
2006-09-21,12167.91,5.24,6.49,17,9,45.88
2006-09-22,12244.41,5.27,6.51,17,9,45.94
2006-09-25,12257.27,5.3,6.43,17,9,45.86
2006-09-26,12206.79,5.25,6.46,17,9,45.97
2006-09-27,12359.01,5.3,6.46,17,9,45.92
2006-09-28,12388.66,5.28,6.46,17,9,45.92
2006-09-29,12414.66,5.34,7.38,17,9,45.96
2006-10-03,12473.79,5.25,6.56,18,10,45.84
2006-10-04,12401.09,5.23,6.52,18,10,45.69
2006-10-05,12299.21,5.23,6.43,18,10,45.71
2006-10-06,12391.26,5.22,6.4,18,10,45.61
2006-10-09,12335.82,5.22,6.4,18,10,45.72
2006-10-10,12416.43,5.28,6.41,18,10,45.74
2006-10-11,12446.72,5.25,6.42,18,10,45.76
2006-10-12,12387.89,5.25,6.41,18,10,45.6
2006-10-13,12632.62,5.21,6.54,18,10,45.49
2006-10-16,12785.03,5.28,6.66,18,10,45.46
2006-10-17,12981.53,5.21,6.78,18,10,45.36
2006-10-18,12875.38,5.23,6.8,18,10,45.26
2006-10-19,12881.8,5.22,6.88,18,10,45.32
2006-10-20,12756.41,5.25,7.03,18,10,45.31
2006-10-23,12757.31,5.24,7.15,18,10,45.4
2006-10-26,12636.16,5.23,6.99,18,10,45.3
2006-10-27,12741.85,5.23,6.95,18,10,45.22
2006-10-30,12925.43,5.27,6.83,18,10,45.09
2006-10-31,13048.76,5.31,6.86,18,10,45.02
2006-11-01,12992.62,5.23,6.92,19,11,44.93
2006-11-02,13062.52,5.22,6.96,19,11,44.93
2006-11-03,13119.34,5.25,6.95,19,11,44.84
2006-11-06,13155.11,5.24,7.0,19,11,44.86
2006-11-07,13208.79,5.22,6.92,19,11,44.83
2006-11-08,13176.08,5.22,6.81,19,11,44.68
2006-11-09,13107.78,5.23,6.72,19,11,44.65
2006-11-10,13187.51,5.23,6.67,19,11,44.45
2006-11-13,13295.24,5.27,6.77,19,11,44.9
2006-11-14,13439.71,5.25,6.91,19,11,45.16
2006-11-15,13476.28,5.29,7.01,19,11,45.34
2006-11-16,13500.7,5.25,7.09,19,11,45.17
2006-11-17,13678.04,5.2,7.14,19,11,45.01
2006-11-20,13390.95,5.25,7.02,19,11,44.86
2006-11-21,13434.58,5.29,6.72,19,11,44.99
2006-11-22,13625.09,5.26,6.4,19,11,44.75
2006-11-23,13667.13,5.26,6.19,19,11,44.7
2006-11-24,13669.81,5.24,6.16,19,11,44.87
2006-11-27,13716.46,5.32,6.14,19,11,44.64
2006-11-28,13690.67,5.24,6.15,19,11,44.74
2006-11-29,13649.2,5.26,6.17,19,11,44.65
2006-11-30,13630.9,5.31,6.17,19,11,44.76
2006-12-01,13729.67,5.27,6.15,20,12,44.67
2006-12-04,13846.71,5.22,6.13,20,12,44.59
2006-12-05,14028.47,5.21,6.13,20,12,44.56
2006-12-06,13951.09,5.22,6.13,20,12,44.51
2006-12-07,13962.94,5.25,6.12,20,12,44.66
2006-12-08,14007.67,5.25,6.14,20,12,44.69
2006-12-11,13783.0,5.25,6.44,20,12,44.76
2006-12-12,13413.61,5.23,7.23,20,12,44.82
2006-12-13,13011.37,5.23,7.83,20,12,44.83
2006-12-14,13256.81,5.29,8.0,20,12,44.74
2006-12-15,13545.6,5.27,8.14,20,12,44.66
2006-12-18,13695.6,5.21,8.18,20,12,44.79
2006-12-19,13737.36,5.21,8.19,20,12,44.83
2006-12-20,13452.69,5.26,8.16,20,12,44.74
2006-12-21,13313.91,5.25,8.17,20,12,44.73
2006-12-22,13398.13,5.24,8.71,20,12,44.59
2006-12-26,13501.44,5.29,11.35,20,12,44.54
2006-12-27,13734.01,5.17,12.16,20,12,44.39
2006-12-28,13893.29,5.25,12.87,20,12,44.36
2006-12-29,13873.03,5.17,16.88,20,12,44.23
2007-01-02,13827.77,5.3,12.96,21,1,44.2
2007-01-03,13969.45,5.28,7.41,21,1,44.33
2007-01-04,14029.04,5.24,6.64,21,1,44.42
2007-01-05,13768.79,5.21,7.51,21,1,44.3
2007-01-08,13855.89,5.23,8.35,21,1,44.42
2007-01-09,13650.96,5.25,8.33,21,1,44.47
2007-01-10,13569.57,5.26,8.26,21,1,44.53
2007-01-11,13331.38,5.27,8.13,21,1,44.56
2007-01-12,13729.07,5.22,8.14,21,1,44.61
2007-01-15,14110.44,5.22,8.12,21,1,44.31
2007-01-16,14146.0,5.28,8.08,21,1,44.32
2007-01-17,14116.25,5.25,8.02,21,1,44.27
2007-01-18,14165.77,5.23,7.93,21,1,44.25
2007-01-19,14271.24,5.25,7.86,21,1,44.34
2007-01-22,14217.8,5.24,7.92,21,1,44.21
2007-01-23,14212.12,5.26,7.88,21,1,44.21
2007-01-24,14069.61,5.27,7.76,21,1,44.23
2007-01-25,14151.62,5.31,7.79,21,1,44.24
2007-01-29,14306.97,5.26,7.74,21,1,44.27
2007-01-31,14219.38,5.33,7.76,21,1,44.17
2007-02-02,14293.11,5.24,7.87,22,2,44.11
2007-02-05,14432.09,5.25,7.87,22,2,44.11
2007-02-06,14541.24,5.24,7.83,22,2,44.13
2007-02-07,14493.56,5.23,7.72,22,2,44.09
2007-02-08,14690.58,5.25,7.13,22,2,44.12
2007-02-09,14684.35,5.25,6.63,22,2,44.06
2007-02-12,14529.28,5.28,6.61,22,2,44.18
2007-02-13,14168.33,5.26,6.59,22,2,44.17
2007-02-14,13990.41,5.27,7.1,22,2,44.16
2007-02-15,14107.09,5.29,8.08,22,2,44.09
2007-02-19,14406.88,5.24,8.08,22,2,44.07
2007-02-20,14449.23,5.27,8.02,22,2,44.2
2007-02-21,14199.07,5.23,7.75,22,2,44.19
2007-02-22,14200.11,5.26,6.5,22,2,44.25
2007-02-23,14071.27,5.24,6.32,22,2,44.28
2007-02-26,13684.95,5.3,6.17,22,2,44.17
2007-02-27,13703.41,5.27,6.1,22,2,44.2
2007-02-28,13045.12,5.41,6.08,22,2,44.31
2007-03-01,13013.74,5.31,6.07,23,3,44.27
2007-03-02,13139.1,5.23,6.1,23,3,44.28
2007-03-05,12716.85,5.27,5.39,23,3,44.49
2007-03-06,12573.01,5.22,5.31,23,3,44.56
2007-03-07,12792.9,5.24,5.57,23,3,44.5
2007-03-08,12649.77,5.24,5.57,23,3,44.44
2007-03-09,13107.37,5.24,5.6,23,3,44.27
2007-03-12,12916.67,5.25,5.41,23,3,44.22
2007-03-13,12924.5,5.25,5.35,23,3,44.22
2007-03-14,12694.36,5.27,5.27,23,3,44.31
2007-03-15,12655.94,5.29,5.5,23,3,44.22
2007-03-16,12570.52,5.25,9.42,23,3,44.17
2007-03-20,12746.94,5.26,20.62,23,3,43.98
2007-03-21,12735.91,5.26,51.99,23,3,43.63
2007-03-22,13071.81,5.27,21.3,23,3,43.66
2007-03-23,13343.57,5.24,9.51,23,3,43.7
2007-03-26,13345.73,5.28,13.77,23,3,43.39
2007-03-28,13034.27,5.27,25.13,23,3,43.14
2007-03-29,12862.53,5.29,9.94,23,3,43.47
2007-03-30,13018.21,5.3,54.32,23,3,43.59
2007-04-03,12503.75,5.2,12.83,24,4,43.13
2007-04-04,12691.24,5.21,9.05,24,4,42.9
2007-04-05,12791.6,5.3,7.11,24,4,43.15
2007-04-09,12904.85,5.28,6.82,24,4,42.88
2007-04-10,13236.2,5.26,6.29,24,4,42.86
2007-04-11,13221.76,5.24,5.29,24,4,42.87
2007-04-12,13127.86,5.27,3.27,24,4,42.86
2007-04-13,13163.02,5.25,5.0,24,4,42.74
2007-04-16,13479.49,5.29,7.36,24,4,42.3
2007-04-17,13733.18,5.2,15.01,24,4,41.73
2007-04-18,13602.9,5.19,12.03,24,4,41.89
2007-04-19,13538.71,5.23,9.94,24,4,42.15
2007-04-20,13684.95,5.25,9.8,24,4,41.99
